ClassID	ClassLabel	In ID	In Class	BFO_0000050 part_of ID	BFO_0000050 part_of Label	BFO_0000051 has part ID	BFO_0000051 has part Label
CL:0000295	somatotropin secreting cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368	Homo sapiens|endocrine gland		
CL:0000313	serous secreting cell	-	-				
CL:0000313	serous secreting cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000313	serous secreting cell	-	-				
CL:0000313	serous secreting cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000319	mucus secreting cell	-	-				
CL:0000319	mucus secreting cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000319	mucus secreting cell	-	-				
CL:0000319	mucus secreting cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000327	extracellular matrix secreting cell	-	-	UBERON:0002384	connective tissue		
CL:0000327	extracellular matrix secreting cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002384	Danio rerio|connective tissue		
CL:0000327	extracellular matrix secreting cell	-	-	UBERON:0002384	connective tissue		
CL:0000327	extracellular matrix secreting cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002384	Homo sapiens|connective tissue		
CL:0000333	migratory neural crest cell	-	-				
CL:0000333	migratory neural crest cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000333	migratory neural crest cell	-	-				
CL:0000333	migratory neural crest cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000335	mesenchyme condensation cell	-	-	UBERON:0002384	connective tissue		
CL:0000335	mesenchyme condensation cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002384	Danio rerio|connective tissue		
CL:0000335	mesenchyme condensation cell	-	-	UBERON:0002384	connective tissue		
CL:0000335	mesenchyme condensation cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002384	Homo sapiens|connective tissue		
CL:0000347	scleral cell	-	-	UBERON:0001773	sclera		
CL:0000347	scleral cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001773	Danio rerio|sclera		
CL:0000347	scleral cell	-	-	UBERON:0001773	sclera		
CL:0000347	scleral cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001773	Homo sapiens|sclera		
CL:0000351	trophoblast cell	-	-	UBERON:0000358|UBERON:0000478	blastocyst|extraembryonic structure		
CL:0000351	trophoblast cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000358|UBERON:0000478	Danio rerio|blastocyst|extraembryonic structure		
CL:0000351	trophoblast cell	-	-	UBERON:0000358|UBERON:0000478	blastocyst|extraembryonic structure		
CL:0000351	trophoblast cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000358|UBERON:0000478	Homo sapiens|blastocyst|extraembryonic structure		
CL:0000352	epiblast cell	-	-				
CL:0000352	epiblast cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000352	epiblast cell	-	-				
CL:0000352	epiblast cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000353	blastoderm cell	-	-				
CL:0000353	blastoderm cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000353	blastoderm cell	-	-				
CL:0000353	blastoderm cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000354	blastemal cell	-	-				
CL:0000354	blastemal cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000354	blastemal cell	-	-				
CL:0000354	blastemal cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000365	zygote	-	-				
CL:0000365	zygote	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000365	zygote	-	-				
CL:0000365	zygote	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000387	hemocyte (sensu Nematoda and Protostomia)	-	-				
CL:0000387	hemocyte (sensu Nematoda and Protostomia)	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000387	hemocyte (sensu Nematoda and Protostomia)	-	-				
CL:0000387	hemocyte (sensu Nematoda and Protostomia)	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000438	luteinizing hormone secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000438	luteinizing hormone secreting cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002368	Danio rerio|endocrine gland		
CL:0000438	luteinizing hormone secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000438	luteinizing hormone secreting cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368	Homo sapiens|endocrine gland		
CL:0000439	prolactin secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000439	prolactin secreting cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002368	Danio rerio|endocrine gland		
CL:0000439	prolactin secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000439	prolactin secreting cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368	Homo sapiens|endocrine gland		
CL:0000440	melanocyte stimulating hormone secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000440	melanocyte stimulating hormone secreting cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002368	Danio rerio|endocrine gland		
CL:0000440	melanocyte stimulating hormone secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000440	melanocyte stimulating hormone secreting cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368	Homo sapiens|endocrine gland		
CL:0000446	chief cell of parathyroid gland	-	-	UBERON:0011197	parathyroid epithelium		
CL:0000446	chief cell of parathyroid gland	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0011197	Danio rerio|parathyroid epithelium		
CL:0000446	chief cell of parathyroid gland	-	-	UBERON:0011197	parathyroid epithelium		
CL:0000446	chief cell of parathyroid gland	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0011197	Homo sapiens|parathyroid epithelium		
CL:0000448	white fat cell	-	-	UBERON:0001347	white adipose tissue		
CL:0000448	white fat cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001347	Danio rerio|white adipose tissue		
CL:0000448	white fat cell	-	-	UBERON:0001347	white adipose tissue		
CL:0000448	white fat cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001347	Homo sapiens|white adipose tissue		
CL:0000449	brown fat cell	-	-	UBERON:0001348	brown adipose tissue		
CL:0000449	brown fat cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001348	Danio rerio|brown adipose tissue		
CL:0000449	brown fat cell	-	-	UBERON:0001348	brown adipose tissue		
CL:0000449	brown fat cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001348	Homo sapiens|brown adipose tissue		
CL:0000453	Langerhans cell	-	-	UBERON:0002405	immune system		
CL:0000453	Langerhans cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002405	Danio rerio|immune system		
CL:0000453	Langerhans cell	-	-	UBERON:0002405	immune system		
CL:0000453	Langerhans cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002405	Homo sapiens|immune system		
CL:0000457	biogenic amine secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000457	biogenic amine secreting cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002368	Danio rerio|endocrine gland		
CL:0000457	biogenic amine secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000457	biogenic amine secreting cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368	Homo sapiens|endocrine gland		
CL:0000467	adrenocorticotropic hormone secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000467	adrenocorticotropic hormone secreting cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002368	Danio rerio|endocrine gland		
CL:0000467	adrenocorticotropic hormone secreting cell	-	-	UBERON:0002368	endocrine gland		
CL:0000467	adrenocorticotropic hormone secreting cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368	Homo sapiens|endocrine gland		
CL:0000501	granulosa cell	-	-	UBERON:0002368	endocrine gland		
CL:0000501	granulosa cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002368	Danio rerio|endocrine gland		
CL:0000501	granulosa cell	-	-	UBERON:0002368	endocrine gland		
CL:0000501	granulosa cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368	Homo sapiens|endocrine gland		
CL:0000503	theca cell	-	-	UBERON:0002368|UBERON:0002384	endocrine gland|connective tissue		
CL:0000503	theca cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002368|UBERON:0002384	Danio rerio|endocrine gland|connective tissue		
CL:0000503	theca cell	-	-	UBERON:0002368|UBERON:0002384	endocrine gland|connective tissue		
CL:0000503	theca cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368|UBERON:0002384	Homo sapiens|endocrine gland|connective tissue		
CL:0000525	syncytiotrophoblast cell	-	-	UBERON:0000358|UBERON:0000478	blastocyst|extraembryonic structure		
CL:0000525	syncytiotrophoblast cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000358|UBERON:0000478	Danio rerio|blastocyst|extraembryonic structure		
CL:0000525	syncytiotrophoblast cell	-	-	UBERON:0000358|UBERON:0000478	blastocyst|extraembryonic structure		
CL:0000525	syncytiotrophoblast cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000358|UBERON:0000478	Homo sapiens|blastocyst|extraembryonic structure		
CL:0000526	afferent neuron	-	-	UBERON:0001016	nervous system		
CL:0000526	afferent neuron	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000526	afferent neuron	-	-	UBERON:0001016	nervous system		
CL:0000526	afferent neuron	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000527	efferent neuron	-	-	UBERON:0001016	nervous system		
CL:0000527	efferent neuron	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000527	efferent neuron	-	-	UBERON:0001016	nervous system		
CL:0000527	efferent neuron	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000530	primary neuron	-	-	UBERON:0001016	nervous system		
CL:0000530	primary neuron	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000530	primary neuron	-	-	UBERON:0001016	nervous system		
CL:0000530	primary neuron	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000540	neuron	-	-	UBERON:0001016	nervous system		
CL:0000540	neuron	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000540	neuron	-	-	UBERON:0001016	nervous system		
CL:0000540	neuron	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000542	lymphocyte	-	-	UBERON:0002405	immune system		
CL:0000542	lymphocyte	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002405	Danio rerio|immune system		
CL:0000542	lymphocyte	-	-	UBERON:0002405	immune system		
CL:0000542	lymphocyte	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002405	Homo sapiens|immune system		
CL:0000555	neuronal brush cell	-	-	UBERON:0001016	nervous system		
CL:0000555	neuronal brush cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000555	neuronal brush cell	-	-	UBERON:0001016	nervous system		
CL:0000555	neuronal brush cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000561	amacrine cell	-	-	UBERON:0001016	nervous system		
CL:0000561	amacrine cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000561	amacrine cell	-	-	UBERON:0001016	nervous system		
CL:0000561	amacrine cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000566	angioblastic mesenchymal cell	-	-	UBERON:0002384	connective tissue		
CL:0000566	angioblastic mesenchymal cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002384	Danio rerio|connective tissue		
CL:0000566	angioblastic mesenchymal cell	-	-	UBERON:0002384	connective tissue		
CL:0000566	angioblastic mesenchymal cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002384	Homo sapiens|connective tissue		
CL:0000570	parafollicular cell	-	-	UBERON:0001747	parenchyma of thyroid gland		
CL:0000570	parafollicular cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001747	Danio rerio|parenchyma of thyroid gland		
CL:0000570	parafollicular cell	-	-	UBERON:0001747	parenchyma of thyroid gland		
CL:0000570	parafollicular cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001747	Homo sapiens|parenchyma of thyroid gland		
CL:0000573	retinal cone cell	-	-	UBERON:0000966|UBERON:0001016	retina|nervous system		
CL:0000573	retinal cone cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000966|UBERON:0001016	Danio rerio|retina|nervous system		
CL:0000573	retinal cone cell	-	-	UBERON:0000966|UBERON:0001016	retina|nervous system		
CL:0000573	retinal cone cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000966|UBERON:0001016	Homo sapiens|retina|nervous system		
CL:0000586	germ cell	-	-				
CL:0000586	germ cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000586	germ cell	-	-				
CL:0000586	germ cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000598	pyramidal cell	-	-	UBERON:0001016	nervous system		
CL:0000598	pyramidal cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000598	pyramidal cell	-	-	UBERON:0001016	nervous system		
CL:0000598	pyramidal cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000604	retinal rod cell	-	-	UBERON:0000966|UBERON:0001016	retina|nervous system		
CL:0000604	retinal rod cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000966|UBERON:0001016	Danio rerio|retina|nervous system		
CL:0000604	retinal rod cell	-	-	UBERON:0000966|UBERON:0001016	retina|nervous system		
CL:0000604	retinal rod cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000966|UBERON:0001016	Homo sapiens|retina|nervous system		
CL:0000626	olfactory granule cell	-	-	UBERON:0002264	olfactory bulb		
CL:0000626	olfactory granule cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002264	Danio rerio|olfactory bulb		
CL:0000626	olfactory granule cell	-	-	UBERON:0002264	olfactory bulb		
CL:0000626	olfactory granule cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002264	Homo sapiens|olfactory bulb		
CL:0000636	Mueller cell	-	-	UBERON:0001016	nervous system		
CL:0000636	Mueller cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000636	Mueller cell	-	-	UBERON:0001016	nervous system		
CL:0000636	Mueller cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000642	folliculostellate cell	-	-	UBERON:0002368	endocrine gland		
CL:0000642	folliculostellate cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002368	Danio rerio|endocrine gland		
CL:0000642	folliculostellate cell	-	-	UBERON:0002368	endocrine gland		
CL:0000642	folliculostellate cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368	Homo sapiens|endocrine gland		
CL:0000648	kidney granular cell	-	-	UBERON:0002303	juxtaglomerular apparatus		
CL:0000648	kidney granular cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002303	Danio rerio|juxtaglomerular apparatus		
CL:0000648	kidney granular cell	-	-	UBERON:0002303	juxtaglomerular apparatus		
CL:0000648	kidney granular cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002303	Homo sapiens|juxtaglomerular apparatus		
CL:0000653	glomerular visceral epithelial cell	-	-	UBERON:0004188|UBERON:0005751	glomerular epithelium|visceral layer of glomerular capsule		
CL:0000653	glomerular visceral epithelial cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004188|UBERON:0005751	Danio rerio|glomerular epithelium|visceral layer of glomerular capsule		
CL:0000653	glomerular visceral epithelial cell	-	-	UBERON:0004188|UBERON:0005751	glomerular epithelium|visceral layer of glomerular capsule		
CL:0000653	glomerular visceral epithelial cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004188|UBERON:0005751	Homo sapiens|glomerular epithelium|visceral layer of glomerular capsule		
CL:0000680	muscle precursor cell	-	-				
CL:0000680	muscle precursor cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000680	muscle precursor cell	-	-				
CL:0000680	muscle precursor cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000696	PP cell	-	-	UBERON:0002368	endocrine gland		
CL:0000696	PP cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002368	Danio rerio|endocrine gland		
CL:0000696	PP cell	-	-	UBERON:0002368	endocrine gland		
CL:0000696	PP cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002368	Homo sapiens|endocrine gland		
CL:0000712	stratum granulosum cell	-	-	UBERON:0002069	stratum granulosum of epidermis		
CL:0000712	stratum granulosum cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002069	Danio rerio|stratum granulosum of epidermis		
CL:0000712	stratum granulosum cell	-	-	UBERON:0002069	stratum granulosum of epidermis		
CL:0000712	stratum granulosum cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002069	Homo sapiens|stratum granulosum of epidermis		
CL:0000737	striated muscle cell	-	-				
CL:0000737	striated muscle cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000737	striated muscle cell	-	-				
CL:0000737	striated muscle cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000738	leukocyte	-	-	UBERON:0002405	immune system		
CL:0000738	leukocyte	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002405	Danio rerio|immune system		
CL:0000738	leukocyte	-	-	UBERON:0002405	immune system		
CL:0000738	leukocyte	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002405	Homo sapiens|immune system		
CL:0000740	retinal ganglion cell	-	-	UBERON:0001016	nervous system		
CL:0000740	retinal ganglion cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000740	retinal ganglion cell	-	-	UBERON:0001016	nervous system		
CL:0000740	retinal ganglion cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000745	horizontal cell	-	-	UBERON:0001016	nervous system		
CL:0000745	horizontal cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000745	horizontal cell	-	-	UBERON:0001016	nervous system		
CL:0000745	horizontal cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000746	cardiac muscle cell	-	-	UBERON:0007100	primary circulatory organ		
CL:0000746	cardiac muscle cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0007100	Danio rerio|primary circulatory organ		
CL:0000746	cardiac muscle cell	-	-	UBERON:0007100	primary circulatory organ		
CL:0000746	cardiac muscle cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0007100	Homo sapiens|primary circulatory organ		
CL:0000748	retinal bipolar neuron	-	-	UBERON:0000966|UBERON:0001016	retina|nervous system		
CL:0000748	retinal bipolar neuron	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000966|UBERON:0001016	Danio rerio|retina|nervous system		
CL:0000748	retinal bipolar neuron	-	-	UBERON:0000966|UBERON:0001016	retina|nervous system		
CL:0000748	retinal bipolar neuron	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000966|UBERON:0001016	Homo sapiens|retina|nervous system		
CL:0000788	naive B cell	-	-	UBERON:0002405	immune system		
CL:0000788	naive B cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002405	Danio rerio|immune system		
CL:0000788	naive B cell	-	-	UBERON:0002405	immune system		
CL:0000788	naive B cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002405	Homo sapiens|immune system		
CL:0000827	pro-T cell	-	-				
CL:0000827	pro-T cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000827	pro-T cell	-	-				
CL:0000827	pro-T cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000848	microvillous olfactory receptor neuron	-	-	UBERON:0001016	nervous system		
CL:0000848	microvillous olfactory receptor neuron	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001016	Danio rerio|nervous system		
CL:0000848	microvillous olfactory receptor neuron	-	-	UBERON:0001016	nervous system		
CL:0000848	microvillous olfactory receptor neuron	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001016	Homo sapiens|nervous system		
CL:0000853	olfactory epithelial support cell	-	-				
CL:0000853	olfactory epithelial support cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000853	olfactory epithelial support cell	-	-				
CL:0000853	olfactory epithelial support cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0000988	hematopoietic cell	-	-				
CL:0000988	hematopoietic cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
CL:0000988	hematopoietic cell	-	-				
CL:0000988	hematopoietic cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
CL:0001031	cerebellar granule cell	-	-	UBERON:0002037	cerebellum		
CL:0001031	cerebellar granule cell	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002037	Danio rerio|cerebellum		
CL:0001031	cerebellar granule cell	-	-	UBERON:0002037	cerebellum		
CL:0001031	cerebellar granule cell	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002037	Homo sapiens|cerebellum		
CL:0001033	hippocampal granule cell	-	-	UBERON:0000956|UBERON:0001954	cerebral cortex|Ammon's horn		
